"doc_id","text"
"1130309264285810688","Drogon quem<U+00F3> el trono porque el nuevo rey viene con silla propia. #GameOfThrones https://t.co/0Pq6NwTmun"
"1130309264180858880","the progression of drogon with his mother. i<U+2019>m so heartbroken. #gameofthrones https://t.co/mQzWio4gZw"
"1130309201782222850","What brianne really wrote  #GameOfThrones https://t.co/ZvMfOSC3rN"
"1130309264168443904","El comienzo y el final <U+2764><U+FE0F> #GameOfThrones #JonSnow https://t.co/rIpcTiIigF"
"1130309264159989766","Al final Jon Snow demostr<U+00F3> que si tenia huevos y coraz<U+00F3>n #GameOfThronesFinale #juegodetronos8x06 #GameOfThrones https://t.co/jk52IAhCU8"
"1130309264155844608","A los que no les gust<U+00F3> este final, me cago en su amargura jajajaja #GameOfThrones"
"1130309264122081280","En #GameOfThrones Bran es el wey que nunca estudia ni entra a clases y tiene mejor calificaci<U+00F3>n que todos."
"1130309264113848320","He didn<U+2019>t kill Jon because he didn<U+2019>t blame Jon,he blamed the iron throne. Drogon knew that the throne killed his mother. That scene was heartbreaking and perfect. He finished his mother<U+2019>s wishes and broke the wheel. #GameOfThrones 
https://t.co/N84awCX3fS"
"1130309263979499526","In honor of #GOTFinale here<U+2019>s ms. stabby stabby 

#GameOfThrones https://t.co/GaA6ntSyL9"
"1130309263925153796","#GameofThrones
#GameOfThronesFinale
Sam: Jon <U+00E9> Targaryen pqp caralhooo
Bran: Jon precisa saber q <U+00E9> Targaryen 
Varys: escreve varias cartas trai a rainha morre queimado pra contar pro mundo q Jon <U+00E9> Targaryen 

resto do mundo: https://t.co/FKwN79XiQg"
"1130309263891554307","Quando que sai o final oficia? Trolagem quase me pegou em? #GameOfThrones"
"1130309263887413249","DROGON JUST FLAMED THE IRON THRONE WHAT IS GOING ON #GameofThrones https://t.co/Qa3vpwBhSH"
"1130309263815979008","#GameOfThrones 

Jon: you can visit me!

Arya:
https://t.co/0HtQRWEbnK"
"1130309263782547457","mano O DRAG<U+00C3>O TEM CONSCI<U+00CA>NCIA DE QUE A BUSCA PELO PODER FOI O QUE VERDADEIRAMENTE CAUSOU A MORTE DA DAENERYS

O DRAG<U+00C3>O DE HUMANAS QUE SABE INTERPRETAR O CONTEXTO #GameOfThrones"
"1130309263778308096","Todo el mundo #GameofThrones https://t.co/uTt9Bnc4Tm"
"1130309263753195520","At least we got this. #GameofThrones https://t.co/cF4GpHf1oy"
"1130309263740375040","THIS IS GREAT CHARACTER DEVELOPMENT #GameOfThrones https://t.co/qcBSYOF7gy"
"1130309218123149312","Who else waited for Jon to be seared by Drogon just to reveal he is also immune to fire! #GameOfThrones https://t.co/lLTbPKjw59"
"1130309263736360960","Melhor cena do epis<U+00F3>dio. #GameOfThrones https://t.co/AmrJlIehTS"
"1130309263715389447","Mientras tanto Jon y Tormund en un futuro no muy lejano #GameOfThrones https://t.co/P24c6t7Ckg"
"1130309263656538113","We all know what Brienne put at the back of the Book of Brothers #GameOfThronesFinale #GameOfThrones https://t.co/6jfU8LGoi4"
"1130309263631372288","Who would have thought a free fall from the tower and a pair of broken legs would ever have a purpose??? There is nothing more powerful than destiny!!! #GameOfThrones"
"1130309263543427082","When the writing is so bad, that no amount of cello, violin and bass drums can help you feel an ounce of emotion. #GameOfThronesFinale #GameOfThrones 
PSA. George R R Martin's The Winds of Winter and A Dream of Spring are yet to turn up."
"1130309263526715396","<U+0001F6A8>Spoiler Alert<U+0001F6A8> Si a<U+00FA>n no has visto el final de #GameOfThrones , probablemente quieras esperar... O no. <U+0001F610><U+2744><U+FE0F>

https://t.co/04iLAie4Sc"
"1130309263526469632","Drogon quem<U+00F3> el trono porque el nuevo rey viene con silla propia. #GameOfThrones https://t.co/iuT87XCZcS"
"1130309263522488326","@RobertIger @GRRMspeaking @HBO @GameOfThrones Please fire them"
"1130309263509692419","Robin Arryn straight up longbottomed us  #GameOfThrones https://t.co/hhFQYGq5Ir"
"1130309263488880640","Christopher Columbus circa 1492. #gameofthrones #demthrones https://t.co/OlxYjPDgjV"
"1130309263430225920","El me minti<U+00F3>, <U+00E9>l me dijo que me amaba y no era verdad.

#GameOfThrones https://t.co/XEHH4GXyq4"
"1130309263413403649","Jon Snow (Aegon Targaryen) - Rey M<U+00E1>s All<U+00E1> Del Muro.
Sansa Stark - La Reina en el Norte.
Bran Stark - Rey de los Seis Reinos y Rey del mundo.
Arya Stark - Conquistadora y Descubridora de un nuevo mundo, bajo el nombre de la casa Stark.

El legado de Ned Stark... <U+0001F43A>  #GameOfThrones https://t.co/VRJXzO98kl"
"1130309263409201152","Essa cena do Drogon tentando levantar a Daenerys <U+00E9> de partir o cora<U+00E7><U+00E3>o! 

#GameOfThronesFinale 
#GameOfThrones https://t.co/bx8M2rS8b6"
"1130309263400820737","@danielpmcdermot @GameOfThrones yep"
"1130309263354671104","Sobre esse ultimo epis<U+00F3>dio de #gameofthrones : https://t.co/7UZpA3D5IY"
"1130309263320989696","He didn<U+2019>t kill #JonSnow because he didn<U+2019>t blame Jon,he blamed the iron throne. Dragon knew that the throne killed his mother. That scene was heartbreaking and perfect. He finished his mother<U+2019>s wishes &amp; broke the wheel. #GameOfThronesFinale #GameOfThrones  https://t.co/k9YxJOJtQ8"
"1130309263316926465","Independientemente de que te guste el final o no, la serie ha sido tremenda y el <U+00FA>ltimo capitulo una obra maestra. Menudo trabajazo. #GameofThrones"
"1130309263262400512","Comenc<U+00E9> llorando por el final de #gameofthrones y termin<U+00E9> llorando por mi ex, por mi mam<U+00E1>, mis beb<U+00E9>s, mi trabajo, Maduro, por la vida :("
"1130309263207862273","LMAO #GAMEOFTHRONES ACTUALLY ENDED LIKE THIS https://t.co/UyctJWieqU"
"1130309263199547392","Daenerys provando que o discurso da liberdade pode ser usado para massacrar pessoas diferentes, criando novos tiranos. #GameofThrones https://t.co/s6duoOS2ue"
"1130309263149162506","Casa Stark reinando absoluta em Westeros

Arya e Sansa:

#GameOfThronesFinale #GameOfThrones https://t.co/M680rcq2k1"
"1130309263115595776","Not even upset, what a ride. #GameOfThrones"
"1130309263111409664","Jon snow:

#GameOfThrones https://t.co/VPq90BZBye"
"1130309263065092096","RT a este Bran de la suerte para que ganes en la vida sin mover un solo dedo.

#GOTFinale #BranStark #GameOfThrones https://t.co/OaGxMrKh8E"
"1130309263002198016","GHOSTY GOT HIS GOOD BOI PATS FINALLY #got #gameofthrones #demthrones https://t.co/GvKjrDuFBi"
"1130309262981455874","Kit Harington ya nos avis<U+00F3> de esto. #GameofThrones https://t.co/VROC52FuDC"
"1130309262981455872","Ning<U+00FA>n final nos iba a dejar contentos a todos. Fue un viaje lindo de a<U+00F1>os. #GameofThrones <U+0001F44B>"
"1130309262947885058","""os starks sofreram a s<U+00E9>rie inteira"" e a daenerys n<U+00E3>o?! a menina j<U+00E1> nasceu sendo exilada, foi vendida, abusada, tra<U+00ED>da e ainda perdeu todas as pessoas que realmente a amavam.. deram um final bosta pra personagem e de longe o pior da s<U+00E9>rie..<U+0001F62D>
#GameOfThronesFinale
#GameofThrones https://t.co/n1DoohzoxG"
"1130309262935306245","What a shot.....

#GameOfThrones https://t.co/Ri1ke9vZEC"
"1130309262910078977","Drogon lo sab<U+00ED>a, el trono fue lo que mat<U+00F3> a Daenerys y hab<U+00ED>a que destruir la rueda #GameOfThrones https://t.co/oJOB1SkEU2"
"1130309262909960193","THANK YOU, FOR EVERYTHING 

#GameOfThrones #GameOfThronesFinale https://t.co/3RsHIFlrDT"
"1130309262859743233","por lo menos sansa fue reina del norte como se lo merec<U+00ED>a as<U+00ED> es #GameOfThronesFinale #GameOfThrones https://t.co/L2wgDottQG"
"1130309262800957442","Watch @SophieT tell us why her @GameOfThrones family is just like her #XMen family. #DarkPhoenix #gameofthrones #GoT https://t.co/KX3cr9snUZ"
"1130309262779928577","That...that<U+2019>s really it?

#GoT #GameOfThrones https://t.co/BkaA15LIOY"
"1130309262767476737","Estou vendo a cena da morte da Daenerys toda vez que o povo compartilha aqui no twitter, e n<U+00E3>o consigo parar de chorar. Real oficial. <U+0001F622><U+0001F622><U+0001F927><U+0001F927> #GameOfThrones https://t.co/wQtsnfN24G"
"1130309197294460928","Todos ahora deseando q el hubiera matado a todo el mundo #GameOfThrones #NightKing https://t.co/X7wEcWKOLB"
"1130309262729711616","Tanto que odi<U+00E1>bamos a Sansa, y al final fue la <U+00FA>nica que en verdad aprendi<U+00F3> a jugar el Juego de Tronos: mantuvo al norte unido, reafirm<U+00F3> su independencia y obtuvo la corona que siempre quiso.
#GameOfThrones https://t.co/4Z0F26KFw7"
"1130309262687629313","Tyrants fell. Justice was restored. Dogs were reunited with their owners. An AMAZING ending to the best series on television! #GameOfThrones #GameOfThronesFinale #GOT https://t.co/3nRzeHyLDD"
"1130309262658473985","Jon Snow after he killed Dany

#GameOfThronesFinale #GameOfThrones
 https://t.co/OEZ6Th0gsG"
"1130309262658416640","He wasn't lying #GameOfThrones https://t.co/nV0cqSrE3r"
"1130309262650085377","<U+201C>You<U+2019>re a dragon. Be a dragon.<U+201D> #GameofThrones https://t.co/NBjg0HWFFO"
"1130309262629117954","Objetivo do rei da noite na verdade era matar todo mundo pra poupar a gente desse roteiro porco. Reizinho injusti<U+00E7>ado #GameOfThrones https://t.co/RHNuvsQLFj"
"1130309262557831168","Mi amiga y yo despu<U+00E9>s de terminar de ver el final de #GameOfThrones #GameOfThronesFinale https://t.co/PYlSnUjevs"
"1130309243138138115","Sobre esse ultimo epis<U+00F3>dio de #gameofthrones : https://t.co/7UZpA3D5IY"
"1130309262520004609","Cheguei a conclus<U+00E3>o q GoT acabou na 6 temporada, e o resto foi uma fanfic #GameOfThrones https://t.co/gO6CaaPvTh"
"1130309262482264064","Longbottomed!!! <U+0001F923><U+0001F923><U+0001F602><U+0001F923><U+0001F602>
#GameOfThrones #harrypotter https://t.co/DSLyOYFoYU"
"1130309262461284354","Samwell Tarly: Democracy....

Lords and Ladies of Westeros: #GameOfThrones https://t.co/Kt4bklVtCC"
"1130309262448701440","Jamie Lannister is the nastiest skank bitch I have ever met. Do not trust him, he is a fugly slut. #GameofThrones #GOT https://t.co/N4I3XvBeBy"
"1130309262444515333","Tanto que odi<U+00E1>bamos a Sansa, y al final fue la <U+00FA>nica que en verdad aprendi<U+00F3> a jugar el Juego de Tronos: mantuvo al norte unido, reafirm<U+00F3> su independencia y obtuvo la corona que siempre quiso.
#GameOfThrones https://t.co/4Z0F26KFw7"
"1130309262423543808","Varys qui <U+00E9>crit des lettres super importantes <U+00E0> propos des origines de Jon... Ah bah non <U+00E7>a change rien en fait #GameOfThronesFinale #GameOfThrones https://t.co/wTPOaiypr5"
"1130309262419386369","when the snows fall and the white winds blow, the lone wolf dies but the pack survives #GameOfThrones https://t.co/IVJF02SGCp"
"1130309262373216257","Nuestra reacci<U+00F3>n despu<U+00E9>s del final. #GameofThrones #GameOfThronesFinale https://t.co/YHkFsVZjR0"
"1130309262356439045","Drogon had the best performance of the night #GameOfThrones"
"1130309262322937856","Drogon didn<U+2019>t kill Jon because he didn<U+2019>t blame him for killing Daenerys, he blamed the iron throne. Drogon knew that the iron throne killed his mother, Drogon finished his mother<U+2019>s wishes and broke the wheel! this scene was heartbreaking<U+0001F623> #GameOfThrones https://t.co/reatxPpcU8"
"1130309262243192832","#GameOfThrones a gente finge que a s<U+00E9>rie acabou com a Daenerys no trono de ferro e Sansa rainha do Norte e as duas com a promessa de   paz no reinos. Pronto, o resto a gente finge que n<U+00E3>o aconteceu https://t.co/hACb8jwBbX"
"1130309262230532096","Why is nobody talking about this glow up wtf #GameOfThrones https://t.co/ex6W0MgPdL"
"1130309262188486657","#GameOfThrones #TheFinalEpisode 

Bran coming out of nowhere and being crowned King like... https://t.co/aL9YeJ2zSs"
"1130309262113103873","Me when Arya checked Yara Greyjoy after she threatened Jon. #gameofthrones https://t.co/NkSOcJEoKJ"
"1130309262079664128","Todo mundo assistindo a esse final:

#GameOfThrones #GameOfThronesFinale https://t.co/1Iso9lJ17X"
"1130309262071218177","Shut up, it was perfect. #GameofThrones"
"1130309262067019776","Com voc<U+00EA>s: o dono do epis<U+00F3>dio #GameOfThrones https://t.co/bPqEWgOHBK"
"1130309262050254848","Whatever your thoughts on the final season one thing is for certain. This man did one hell of a performance and we couldn<U+2019>t have asked for a better Tyrion Lannister. Thank you Peter Dinklage #GameOfThrones #TheFinalEpisode https://t.co/zqEqpvoX6Q"
"1130309262025089029","#GameOfThrones
#GameOfThronesFinale

""... y el culero se acost<U+00F3> conmigo y al otro d<U+00ED>a regres<U+00F3> con su ex... misma que, voy a recalcar por d<U+00E9>cima vez, era su hermana"" https://t.co/SAWOFY58VJ"
"1130309262004109312","the shot of the series. #GameOfThrones https://t.co/ewWMgvaxhA"
"1130309261974757377","Fan<U+00E1>ticos de #GameOfThrones a gusto y disgusto con el final de la serie se vuelven los nuevos petristas y uribistas 

Cc @actualidadpanam"
"1130309261970628609","There are no words to describe my disappointment with that finale #GameofThrones"
"1130309261962153984","#GameOfThrones #TheFinalEpisode 

Bran coming out of nowhere and being crowned King like... https://t.co/aL9YeJ2zSs"
"1130309261953777664","Eu dps desse final de #GameOfThrones https://t.co/TF50mxt8Ar"
"1130309261945462790","just realised jon ended up with the wildlings and greyworm ended up in nath. the places their first loves are from.

 #gameofthrones https://t.co/QtZ0UPUmej"
"1130309261890904064","When u didn't do shit in the group project and not only passed but got valedictorian. 

#GameOfThrones #DemThrones https://t.co/g3AQiY2I9e"
"1130309261865754624","Can't believe they really out here calling Bran ""Bran the Broken"".
Bran the Wise? 
Bran the Time Traveler? 
Bran the Raven Man?
Bran the Intense Eye Contact Mans?
Bran the Mediocre Side Kick Who Went On A 6 Season Expedition And Is Now King?

#GameOfThrones https://t.co/jOTpjeZG3Q"
"1130309261857361920","Destru<U+00ED>ram uma personagem em prol de um roteiro porco e de um boy lixo. Daenerys Targaryen, voc<U+00EA> merecia um final melhor. <U+0001F495> #GameOfThrones https://t.co/UkI1tQA7t2"
"1130309261848973312","EU TAMB<U+00C9>M #GameOfThrones #GameOfThronesFinale https://t.co/2CHrUwItaR"
"1130309261811019776","HHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH #GameOfThrones"
"1130309261790199808","Best scene of the finale

#GameOfThrones https://t.co/iRBChYwYeY"
"1130309261777625088","Drogon colocou fogo noq matou a m<U+00E3>e dele e outras milhares de pessoas, o trono de ferro. Bem que diziam que os dragoes eram inteligentes, ele entendeu que esse trono trouxe morte e violencia para todos que o desejavam
#GameofThrones 
#GamesOfThronesFinale https://t.co/T376mA3E9Q"
"1130309261777522690","@GameOfThrones por fin se termina esta serie para mogolicos..."
"1130309261756686336","pra mim depois da pr<U+00F3>pria daenerys o mais injusti<U+00E7>ado foi o drogon que perdeu os dois irm<U+00E3>os e a m<U+00E3>e e ficou condenado a voar e ficar sozinho no mundo #GameOfThrones https://t.co/mu4m1cZTPB"
"1130309261727293440","THE QUEEN IN THE NORTH THE QUEEN IN THE NORTH THE QUEEN IN THE NORTH #GameOfThrones https://t.co/cGot55xeEM"
"1130309261718769664","jamie lannister is the nastiest skank bitch i have ever met. do not trust him, he is a fugly slut. #gameofthrones https://t.co/2COwRgvIg1"
"1130309261714690050","sansa truly won the game of thrones 
#GameOfThrones https://t.co/4xGcbhakI2"
"1130309261706313728","Jamas pense que iba a quedar tan bajoneado porque terminara una serie #GOTFinale #GoTS8 #GOT #GameOfThrones 
Encima se me suma el bajon de EndGame, que deprimido que estoy"
"1130309261702127616","A procura de s<U+00E9>ries que cativem como #GameOfThrones cativou desde o in<U+00ED>cio. Sentirei falta. #ValarMorghulis"
"1130309261643460610","If I<U+2019>m Jon, I<U+2019>m fighting everybody. How did they all get to choose their fates and he got his decided for him AFTER following through with what they all wanted. Nope no no  #GameOfThrones"
"1130309261643399169","#GameofThrones

Sam: How bout Democracy <U+0001F937><U+200D><U+2642><U+FE0F>

The Lords of Westeros:
 https://t.co/lyQjJiyO0a"
"1130309261572169734","Daenerys, cersei e margaery no inferno sabendo que foram as mulheres mais memor<U+00E1>veis de toda westeros #GameOfThrones https://t.co/MTUnlufP1S"
"1130309261546754049","Tyrion<U+2019>s <U+201C>half of Westeros hates me because I followed Daenerys, and the other hates me because I betrayed her<U+201D> speech sounded real familiar #GameOfThrones https://t.co/lUtpE2E9rv"
"1130309261521694720","Let<U+2019>s take a moment and thank the actresses Emilia Clarke and Lena Headey for portraying the best two characters of the entire series, we<U+2019>re definitely going to miss this. Goodbye<U+2665><U+FE0F>
#GameOfThrones #Daenerys https://t.co/hMnJnwD5k7"
"1130309261488263168","#gameofthronesfinale #TheFinalEpisode #GameOfThrones https://t.co/5BG2oqubj3"
"1130309261404397568","Everybody did everything for nothing. #GameofThrones"
"1130309261366636544","the progression of drogon with his mother. i<U+2019>m so heartbroken. #gameofthrones https://t.co/mQzWio4gZw"
"1130309261358227458","Quiero ser como Bran para no hacer nada en toda mi puta vida y que me caiga un t<U+00ED>tulo del cielo #GameOfThrones #GameOfThronesFinale https://t.co/CUif38Np3k"
"1130309261353816064","Me when Arya checked Yara Greyjoy after she threatened Jon. #gameofthrones https://t.co/NkSOcJEoKJ"
"1130309261349851136","Si <U+00E8> estinta la casata dei Targaryen per evitare che l'ennesimo Re Folle tornasse alla carica. Ma Jon non era folle, lui era per met<U+00E0> uno Stark e per l'altra un Guardiano della Notte. #GameOfThrones"
"1130309261295259650","na minha opini<U+00E3>o elas foram as <U+00FA>nicas personagens que tiveram um final digno
LENDAS 
#GameofThrones https://t.co/MTory2nqia"
"1130309207197179905","Daenerys da Casa Targaryen, primeira de seu nome, nascida da tormenta, a n<U+00E3>o queimada, m<U+00E3>e dos drag<U+00F5>es, Quebradora das correntes, m<U+00E3>e dos escravos, Khaleesi dos Dothraki, Rainha de Mereen, Rainha de Westeros, dos <U+00C2>ndalos, Dos Roinares e RAINHA dos Sete Reinos #GameOfThrones https://t.co/yfd4fVyOX6"
"1130309231058542592","Destru<U+00ED>ram uma personagem em prol de um roteiro porco e de um boy lixo. Daenerys Targaryen, voc<U+00EA> merecia um final melhor. <U+0001F495> #GameOfThrones https://t.co/UkI1tQA7t2"
"1130309233398784006","""When the snows fall and the whitewinds blow, the lone wolf dies, but the pack survives""

#TheFinalEpisode<U+00A0>
#GameofThrones https://t.co/xXnfklX6xA"
"1130309261270036480","Daenerys Targaryen.

Mother of Dragons.

What a shot! #TheFinalEpisode #GameOfThrones https://t.co/USkyErVCwp"
"1130309261244936192","Season 2 vs. Season 8

#Daenerys #GameOfThrones https://t.co/DNVaW78khl"
"1130309261215588354","In general, I enjoyed @GameOfThrones, but #TheSopranos was far better and the series finale was superior. #HBO <U+0001F4FA>"
"1130309261207195649","He wasn't lying #GameOfThrones https://t.co/nV0cqSrE3r"
"1130309261194649600","All for this ikea ass, uncomfortable ass chair!!! @HBO @GameOfThrones #GoT #Season8 #DemThrones #TheFinalEpisode"
"1130309261186068480","@kfranksnell @GameOfThrones I was done from the moment they started that polite discussion about voting for the king...."
"1130309261186043905","In the end, Jon snow never knew anything.
#GameOfThrones #TheFinalEpisode https://t.co/qtymeziL2T"
"1130309261089751040","Ayra lived
Daenerys got her justice
Jon Snow didn't die
Sansa got to be Queen of North
Brienne was knighted
No more dragons died
Bran's long game worked
Tyrion's back as a power player
&amp; Direwolf got some good boy scratches

Overall, it could have been a LOT worse

#GameofThrones"
"1130309261068779527","Bran while he watched everyone kill one another so he could be king  #GameofThrones https://t.co/2RCUxpZDIh"
"1130309261052006401","Pra sempre a minha rainha <U+0001F9E1> #GameOfThrones https://t.co/JCVy53V067"
"1130309261047869445","Us: So what was the point of Jon being a Targaryan and true heir?

D&amp;D:

#GameOfThrones
https://t.co/2AhQzepitf"
"1130309260976328704","-V<U+00ED> 14 millones de posibilidades de  finales
-En cuantos la cagamos?
-En uno
-Ok
#GameOfThrones https://t.co/dQYqugnbJJ"
"1130309260942819334","My favorite shot from the entire season. #TheFinalEpisode #GameOfThrones https://t.co/DzY0rCnPo8"
"1130309260930367488","La emotiva despedida de #EmiliaClarke #DaenerysTargaryen #TheFinalEpisode #GameOfThrones #ForTheThrone https://t.co/5aQakYC3ry"
"1130309260909469696","*spits out drinks* 

<U+0001F923><U+0001F923><U+0001F923>

#GoT #GameOfThrones https://t.co/XqLJTpOoCo"
"1130309260905259013","What Brienne really wanted to write in that book #GameofThrones https://t.co/XVH7x70dSd"
"1130309260888305664","Did you know that Daenerys Targaryen spelled backwards is Syrenead Neyragrat, which makes no sense exactly like her whole season 8 character arc? #GameOfThrones https://t.co/6GU0Sqpkhu"
"1130309260880109569","Drogon trying to wake up Dany
That moment destroyed my heart 

#GameOfThrones #GameOfThronesFinale https://t.co/46Y6bJnNHO"
"1130309260880089088","Genial isso aqui: Verme Cinzento, obcecado pela Rainha. Entra na sala e descobre que Jon a matou. Ele decide deixar Jon preso, aguardando um julgamento justo. Acata a escolha do novo rei, por algum motivo. 

Enquanto isso, os Dothraki tomam ch<U+00E1>.

#GameofThrones"
"1130309260846481415","How we all felt... #GameofThrones #DemThrones #TheFinalEpisode https://t.co/g0RWefTXJJ"
"1130309260825563136","<U+201C>...and they lived happily ever after<U+201D> #GameofThrones https://t.co/TwzTVoQtjm"
"1130309260825550848","Westeros is not ready for democracy #GameOfThrones #DemThrones"
"1130309260779315200","What brianne really wrote  #GameOfThrones https://t.co/ZvMfOSC3rN"
"1130309260754210816","jon and ghost beyond the wall 

#gameofthrones https://t.co/3q4ilSSWqU"
"1130309260729102338","THIS IS GREAT CHARACTER DEVELOPMENT #GameOfThrones https://t.co/qcBSYOF7gy"
"1130309260703875073","Them: No one got happy endings in #GameofThrones
Me: GHOST GOT PETTED. THAT IS THE HAPPIEST ENDING OF ALL"
"1130309260670394369","And now we can stop talking about #GameofThrones. Yay!"
"1130309260661993473","Arya defending Jon. #GameOfThrones https://t.co/YOfWv0UiEP"
"1130309260519399425","T<U+00F4> tentando entender: ent<U+00E3>o o Bran-Din<U+00E1>h, espertinho, revelou o segredo do Jon porque sabia que assim conseguiria ser rei no final? Corvo safado.

#GameOfThrones #GameOfThronesFinale https://t.co/r60I7Q6IYA"
"1130309260506800128","SE CARGARON HASTA EL PERSONAJE DE JON #GameofThrones PARA QUE MIERDA ESTABA EN ESTA TEMPORADA"
"1130309260494168066","#gameofthrones
Sam: Attempts to introduce democracy to Westeros 

The lord and ladies: https://t.co/E9oZIaFMfW"
"1130309260456415239","#MyQueen #GameOfThrones https://t.co/pgYfcQjx55"
"1130309260452044802","THE QUEEN IN THE NORTH THE QUEEN IN THE NORTH THE QUEEN IN THE NORTH #GameOfThrones https://t.co/cGot55xeEM"
"1130309260439691264","Meanwhile in Meereen #GameOfThrones https://t.co/zmJaOKWvqz"
"1130309260439629825","""... y el culero se acost<U+00F3> conmigo y al otro d<U+00ED>a regres<U+00F3> con su ex... misma que, voy a recalcar por d<U+00E9>cima vez, era su hermana"" <U+0001F602><U+0001F602><U+0001F602> #GameOfThrones #GoT # https://t.co/JA2MvilnzM"
"1130309233193476097","os roteiristas produzindo o roteiro do <U+00FA>ltimo epis<U+00F3>dio #GameOfThrones https://t.co/fkxCIIiEdd"
"1130309260439629824","#GameOfThrones oq eu queria que Ghost fizesse / oque ele fez https://t.co/OLWAocfBFY"
"1130309208585322503","Arya the colonizer. #gameofthrones #arya #GOT"
"1130309260435501058","Jon says sorry. #jonsnow #gameofthrones #ghost #got #together #forever https://t.co/5XZlpnxvXP"
"1130309260406083584","Voy a dejar esto aqu<U+00ED> y me voy a seguir llorando. Bye. 

#GameOfThrones #TheFinalEpisode https://t.co/hudLdVbh30"
"1130309260401926146","Live look at Bran as they vote him King #GameOfThrones #GameOfThronesFinale https://t.co/pRLxGGwGqB"
"1130309260384931840","#GameOfThrones https://t.co/DUWjnxXaet"
"1130309260368330753","He wasn't lying #GameOfThrones https://t.co/nV0cqSrE3r"
"1130309260359938048","My favorite part of tonight<U+2019>s #GameofThrones was the 5 minute trailer before the episode for HBO<U+2019>s new shows, all of which are titled, <U+201C>SWEET JESUS, PLEASE DON<U+2019>T CANCEL YOUR ACCOUNT.<U+201D>"
"1130309260326387712","When Bran become king of the six kingdoms of Westeros #GameofThrones #GameOfThronesFinale https://t.co/rx05KaEhzY"
"1130309260271915008","OH so that<U+2019>s what the breast milk did for robin 

#gameofthrones https://t.co/gRAQzGP1th"
"1130309260259340289","When you don<U+2019>t contribute to the group project and still get an A #GameOfThrones #GOT #GOTFinale https://t.co/QpYK4IyesK"
"1130309260225785858","Claramente EU depois desse final de #GameOfThrones<U+00A0> https://t.co/xfdOv6ZKiF"
"1130309211911532544","""por que voc<U+00EA> acha que eu cheguei at<U+00E9> aqui?"" 

N<U+00C3>O SEI PORRA VOC<U+00CA> VEGETOU A S<U+00C9>RIE INTEIRA #GameOfThrones https://t.co/Ojl2ERxkRz"
"1130309260175396864","Lo mejor del final de #GameOfThrones, el reencuentro entre Jon Snow y fantasma <U+0001F97A> https://t.co/fdHCNFckwB"
"1130309260150267904","Esta escena es simplemente espectacular #GameOfThrones https://t.co/jzGfJ5SE7o"
"1130309260112531458","An actual look at #gameofthrones writers writing the last season: https://t.co/63OgEW1Quk"
"1130309260108341254","Tremenda esta escena!
Esto fue tan metaf<U+00F3>rico!
#Daenerys imponente, pero peligrosa como un drag<U+00F3>n!
Ella debia morir... 
#gameofthrones #GOT https://t.co/xgUK9mVhnl"
"1130309260099903488","final sezonunu izledim
#GameOfThrones #GameOfThronesFinale 
#GoTFinale https://t.co/DNBYvBbbPc"
"1130309260095688704","That glow up!!!! Omfg!! #GameOfThrones https://t.co/GhggffjEgw"
"1130309211282395142","Emilia Clarke discusses @GameOfThrones finale's shock twist in exclusive interview: 'I stand by Daenerys'  https://t.co/6fG2bhaFQH https://t.co/aOjAeLqn9D"
"1130309260066340865","Drogon is the real MVP of #GameOfThrones Burns that shit to the ground because if Dany couldn't have it, no one should. It was a relic that drove both men and women crazy, and was the true killer of his mom. https://t.co/MKTFl900pL"
"1130309260049620992","I... 

I think I<U+2019>m okay with that. 

I<U+2019>m glad this show existed and that so many people were so passionate about it every week for years, regardless of where they stand. 

What the fuck do we watch now though?

#GameofThrones"
"1130309259944759297","Mother. Of. Dragons.

What a shot. #GameOfThrones https://t.co/rbD81MuR9i"
"1130309259936374785","#GameOfThrones 
I wished this had happened instead of this fucking end <U+0001F494> https://t.co/enuPfvuEod"
"1130309259927937026","#GameOfThrones
No one can take the throne from my mama

If there is no Throne https://t.co/Ut5NZMDojf"
"1130309259894435841","Depois de tanta reviravolta, n<U+00E3>o me restou nada pra torcer que aconte<U+00E7>a neste final de #GameOfThrones de hoje - ent<U+00E3>o tomei a decis<U+00E3>o de que vou torcer pelo An<U+00E3>o @GIGANTEleo <U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>"
"1130309240067960832","I wish to see this after the final sessions #GameOfThrones https://t.co/HIuQxzPIbq"
"1130309259869204483","Brienne: Niggas ain't shit #GAMEOFTHRONES https://t.co/sRwMiVGtjF"
"1130309259852427264","Esta escena es simplemente espectacular #GameOfThrones https://t.co/jzGfJ5SE7o"
"1130309259848278017","Esta escena es simplemente espectacular #GameOfThrones https://t.co/jzGfJ5SE7o"
"1130309259844116481","Final correcto. No excelente, pero correcto. Conforme. #GameOfThrones"
